"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",16.5,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",15.7,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",13.9,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",12,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",11.6,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",11.6,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",10.8,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",11.1,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",10.2,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",9.9,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",9.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",4.7,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",4.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",4.5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",4.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",4,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.8,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",6.7,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",6.6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",6.4,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",6.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",6.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",5.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",5.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",5.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",5.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",20.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",19.5,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",18.5,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",17.5,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",16.7,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",16,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",15.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",14.9,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",14.5,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",14,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",14.6,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",13.2,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.6,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",7.8,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",7.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",7.4,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",7.7,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",7.4,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",7,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",7.2,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",6.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",7,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",18.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",17.1,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",15.8,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",14.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",13.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",12.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",11.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",10.8,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",10,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",9.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",8.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",8,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.6,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.3,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.6,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.1,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.7,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2.3,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",53.7,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",51.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",49.5,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",47.4,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",45.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",43.2,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",41.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",39.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",37.2,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",35.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",33.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",32,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",32.2,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",30.9,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",29.8,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",28.6,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",27.5,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",26.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",25.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",24.5,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",23.7,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",22.9,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",22.2,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",21.4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.9,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.7,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.5,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.6,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",10.2,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",9.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",8.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",8.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",7.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",7.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",8.6,"B"
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",8.2,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",7.4,"B"
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",6.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",6,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",5.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",2.8,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",2.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.5,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",1.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",1.8,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",1.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.1,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",50.5,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",47.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",44.8,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",40.4,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",38.4,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",37.3,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",36.1,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",34.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",32.5,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",31.8,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",30,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",28.8,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",20,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",19.6,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",19.2,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",18.8,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",18.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",17.8,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",17.5,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",17.2,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",17.2,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",17.1,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",16.8,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.4,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.5,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",6.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",7.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",6.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",6.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",4.4,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.8,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4.1,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",4.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",5.6,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.8,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.9,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.7,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.9,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",4.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",9.7,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",10.1,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",8.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",9.5,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",9.1,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",8.5,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",8.7,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",8.1,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",7.7,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",7.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",7.9,
