"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","LIFEEXP","MEN","YR","A","2016",78.2,
"SVN","LIFEEXP","MEN","YR","A","2017",78.2,
"ZAF","LIFEEXP","MEN","YR","A","2006",50.2,
"ZAF","LIFEEXP","MEN","YR","A","2007",50.6,
"ZAF","LIFEEXP","MEN","YR","A","2008",51.2,
"ZAF","LIFEEXP","MEN","YR","A","2009",52,
"ZAF","LIFEEXP","MEN","YR","A","2010",53,
"ZAF","LIFEEXP","MEN","YR","A","2011",54.1,
"ZAF","LIFEEXP","MEN","YR","A","2012",55.3,
"ZAF","LIFEEXP","MEN","YR","A","2013",56.5,
"ZAF","LIFEEXP","MEN","YR","A","2014",57.5,
"ZAF","LIFEEXP","MEN","YR","A","2015",58.5,
"ZAF","LIFEEXP","MEN","YR","A","2016",59.2,
"ZAF","LIFEEXP","MEN","YR","A","2017",59.9,
"COL","LIFEEXP","MEN","YR","A","2006",68.9,
"COL","LIFEEXP","MEN","YR","A","2007",69.1,
"COL","LIFEEXP","MEN","YR","A","2008",69.3,
"COL","LIFEEXP","MEN","YR","A","2009",69.5,
"COL","LIFEEXP","MEN","YR","A","2010",69.7,
"COL","LIFEEXP","MEN","YR","A","2011",69.9,
"COL","LIFEEXP","MEN","YR","A","2012",70.1,
"COL","LIFEEXP","MEN","YR","A","2013",70.3,
"COL","LIFEEXP","MEN","YR","A","2014",70.5,
"COL","LIFEEXP","MEN","YR","A","2015",70.7,
"COL","LIFEEXP","MEN","YR","A","2016",70.9,
"COL","LIFEEXP","MEN","YR","A","2017",71,
"LVA","LIFEEXP","MEN","YR","A","2006",65,
"LVA","LIFEEXP","MEN","YR","A","2007",65.3,
"LVA","LIFEEXP","MEN","YR","A","2008",66.5,
"LVA","LIFEEXP","MEN","YR","A","2009",67.5,
"LVA","LIFEEXP","MEN","YR","A","2010",67.9,
"LVA","LIFEEXP","MEN","YR","A","2011",68.6,
"LVA","LIFEEXP","MEN","YR","A","2012",68.9,
"LVA","LIFEEXP","MEN","YR","A","2013",69.3,
"LVA","LIFEEXP","MEN","YR","A","2014",69.1,
"LVA","LIFEEXP","MEN","YR","A","2015",69.7,
"LVA","LIFEEXP","MEN","YR","A","2016",69.8,
"LVA","LIFEEXP","MEN","YR","A","2017",69.8,
"LTU","LIFEEXP","MEN","YR","A","2006",65,
"LTU","LIFEEXP","MEN","YR","A","2007",64.5,
"LTU","LIFEEXP","MEN","YR","A","2008",65.9,
"LTU","LIFEEXP","MEN","YR","A","2009",67.1,
"LTU","LIFEEXP","MEN","YR","A","2010",67.6,
"LTU","LIFEEXP","MEN","YR","A","2011",68.1,
"LTU","LIFEEXP","MEN","YR","A","2012",68.4,
"LTU","LIFEEXP","MEN","YR","A","2013",68.5,
"LTU","LIFEEXP","MEN","YR","A","2014",69.2,
"LTU","LIFEEXP","MEN","YR","A","2015",69.2,
"LTU","LIFEEXP","MEN","YR","A","2016",69.5,
"LTU","LIFEEXP","MEN","YR","A","2017",70.7,
"CRI","LIFEEXP","MEN","YR","A","2006",75.9,
"CRI","LIFEEXP","MEN","YR","A","2007",76,
"CRI","LIFEEXP","MEN","YR","A","2008",76.1,
"CRI","LIFEEXP","MEN","YR","A","2009",76.2,
"CRI","LIFEEXP","MEN","YR","A","2010",76.3,
"CRI","LIFEEXP","MEN","YR","A","2011",76.6,
"CRI","LIFEEXP","MEN","YR","A","2012",76.9,
"CRI","LIFEEXP","MEN","YR","A","2013",77.1,
"CRI","LIFEEXP","MEN","YR","A","2014",77.2,
"CRI","LIFEEXP","MEN","YR","A","2015",77.4,
"CRI","LIFEEXP","MEN","YR","A","2016",77.5,
"CRI","LIFEEXP","MEN","YR","A","2017",77.6,
"CRI","LIFEEXP","MEN","YR","A","2018",77.8,
